image_path,class_name,lesion_score
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_93maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3939
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1175maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6449
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_324maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.579
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1997maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6125
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1756maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0843
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_680maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5523
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_809maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7912
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1229maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.239
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1489maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9998
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1819maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4344
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2540maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6336
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2251maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3562
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1046maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3637
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_108maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6451
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_112maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6244
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1228maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5217
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_370maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4366
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1246maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2417
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1112maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6829
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_156maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1211
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2661maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2668
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1098maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8114
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2279maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9169
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_164maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6737
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2659maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4023
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_567maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4899
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_69maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.189
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1366maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9605
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2016maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6391
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2453maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3054
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_130maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6694
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2452maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1951
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1803maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1039
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_3707maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4892
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_665maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2772
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2725maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7473
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_159maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0909
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_711maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6003
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_31maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1941maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9986
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1067maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7829
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1547maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0874
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1286maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9755
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_832maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9889
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_428maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7846
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_689maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1216
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1225maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4685
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1598maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2016
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_356maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2387
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1863maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5431
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1272maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9988
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_866maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9256
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_942maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7311
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1620maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5757
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1859maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4181
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_555maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9986
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2446maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4282
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1746maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3975
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2071maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7353
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1194maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.489
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_187maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1118
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1754maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3602
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_207maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0749
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1862maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5453
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1041maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6613
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1075maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.92
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1026maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7189
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_425maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5893
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_871maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2242
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1352maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6588
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2498maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5454
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1996maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6992
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1833maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.364
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1892maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1596
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_601maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0249
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1141maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0416
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1760maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6054
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_177maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3274
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2580maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2904
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1861maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4389
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_21maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2059
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1086maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8778
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_985maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7965
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1817maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5049
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1295maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8594
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2750maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3548
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2266maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8987
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_170maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5769
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1851maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0781
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1181maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1781
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1230maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1563
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_234maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2313
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2702maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4219
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1657maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0189
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1367maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9579
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1207maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3297
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1977maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0105
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1327maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9618
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1149maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2396
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1151maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.317
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1297maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7602
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1140maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1295
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_806maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1462
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_236maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6636
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_217maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3673
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_954maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.932
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_56maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1442
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_55maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4694
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1119maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9135
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_846maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.7252
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1772maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1257
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_185maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1029
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_81maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1728
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_759maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6238
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_851maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.1426
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1364maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.98
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1654maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3325
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_363maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2417
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2816maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1912
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2297maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9201
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_999maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6669
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1318maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8726
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1115maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6659
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2265maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8773
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_445maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.0687
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1473maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.362
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1476maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6238
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_86maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6712
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1993maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3155
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_705maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2433
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2289maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1182
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2726maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8436
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2842maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5911
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_107maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3953
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_238maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6731
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1119maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5036
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1710maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.299
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2871maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6268
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_527maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3746
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_76maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.4081
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2433maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.7826
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1392maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6572
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2283maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2488
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1614maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2995
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2671maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5899
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1218maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5769
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_963maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.6085
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2113maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.2935
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2833maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8756
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1206maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.315
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_163maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0447
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_930maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8665
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2116maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4923
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1857maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.3685
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2722maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8291
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1980maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5688
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2632maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5323
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2212maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.0823
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_128maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8703
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1273maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9977
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1697maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5308
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_105maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1736
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_611maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2336
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_485maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9566
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1906maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4929
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1321maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8256
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1080maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.8971
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_978maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.9227
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1983maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5638
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1159maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2114
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1544maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.1012
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_348maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.8867
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_277maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5304
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1124maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5401
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1112maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.2512
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_627maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.5082
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1950maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.456
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1265maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.9236
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1812maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6822
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_1198maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.147
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2590maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.6466
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2600maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.5889
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_123maize_valid_leaf spot.JPG,Gray_Leaf_Spot,0.3113
/home/victor-e/maize-disease-detection/data/processed/Gray_Leaf_Spot/Mendeley_2086maize_train_leaf spot.JPG,Gray_Leaf_Spot,0.4429
